"9781407500096","9781407500096","EAN_13","1472064367869","25 Aug 2016 00:16:07",""
"http://bit.do/cqbff","http://bit.do/cqbff","QR_CODE","1472052995699","24 Aug 2016 21:06:35","Preloved Books"
"9789380349916","9789380349916","EAN_13","1471953859290","23 Aug 2016 17:34:19",""
"15177449","15177449","UPC_E","1471953850007","23 Aug 2016 17:34:10",""
"615269774861","615269774861","UPC_A","1471953835558","23 Aug 2016 17:33:55",""
"9789380658377","9789380658377","EAN_13","1471953815858","23 Aug 2016 17:33:35",""
"9789350298350","9789350298350","EAN_13","1471953801317","23 Aug 2016 17:33:21",""
"9780747582977","9780747582977","EAN_13","1471953783089","23 Aug 2016 17:33:03",""
"9788190453011","9788190453011","EAN_13","1471953772982","23 Aug 2016 17:32:52",""
"9788129108289","9788129108289","EAN_13","1471953761751","23 Aug 2016 17:32:41",""
"9788190203814","9788190203814","EAN_13","1471953746575","23 Aug 2016 17:32:26",""
"9788174363398","9788174363398","EAN_13","1471953730155","23 Aug 2016 17:32:10",""
"9781847393890","9781847393890","EAN_13","1471953704203","23 Aug 2016 17:31:44",""
"9789383260591","9789383260591","EAN_13","1471953690005","23 Aug 2016 17:31:30",""
"9788172237868","9788172237868","EAN_13","1471953674710","23 Aug 2016 17:31:14",""
"9780349119991","9780349119991","EAN_13","1471953660423","23 Aug 2016 17:31:00",""
"9789351771999","9789351771999","EAN_13","1471953639852","23 Aug 2016 17:30:39",""
"9780979811616","9780979811616","EAN_13","1471953625848","23 Aug 2016 17:30:25",""
"9780007520527","9780007520527","EAN_13","1471953600785","23 Aug 2016 17:30:00",""
"9780140265729","9780140265729","EAN_13","1471953473418","23 Aug 2016 17:27:53",""
"9780755327874","9780755327874","EAN_13","1471953413659","23 Aug 2016 17:26:53",""
"9788129114358","9788129114358","EAN_13","1471953369693","23 Aug 2016 17:26:09",""
"9788184004342","9788184004342","EAN_13","1471953353684","23 Aug 2016 17:25:53",""
"9788172235536","9788172235536","EAN_13","1471953336837","23 Aug 2016 17:25:36",""
"9788129113818","9788129113818","EAN_13","1471953296497","23 Aug 2016 17:24:56",""
"9780753820285","9780753820285","EAN_13","1471953286189","23 Aug 2016 17:24:46",""
"9780007143474","9780007143474","EAN_13","1471953273009","23 Aug 2016 17:24:33",""
"9788129119889","9788129119889","EAN_13","1471953250751","23 Aug 2016 17:24:10",""
"9780143418825","9780143418825","EAN_13","1471953221846","23 Aug 2016 17:23:41",""
"9780099561873","9780099561873","EAN_13","1471953198646","23 Aug 2016 17:23:18",""
"9788184002799","9788184002799","EAN_13","1471953076877","23 Aug 2016 17:21:16",""
"9781905147694","9781905147694","EAN_13","1471953062110","23 Aug 2016 17:21:02",""
"9780143335986","9780143335986","EAN_13","1471953039135","23 Aug 2016 17:20:39",""
"0000067775","0000067775","CODE_128","1471953011113","23 Aug 2016 17:20:11",""
"9780330491310","9780330491310","EAN_13","1471952996547","23 Aug 2016 17:19:56",""
"51123888","51123888","EAN_8","1471952992083","23 Aug 2016 17:19:52",""
"9780571206780","9780571206780","EAN_13","1471952975329","23 Aug 2016 17:19:35",""
"9780143067924","9780143067924","EAN_13","1471952932144","23 Aug 2016 17:18:52",""
"9788172344009","9788172344009","EAN_13","1471952913998","23 Aug 2016 17:18:33",""
"9789380349305","9789380349305","EAN_13","1471952902351","23 Aug 2016 17:18:22",""
"9789350880760","9789350880760","EAN_13","1471952890622","23 Aug 2016 17:18:10",""
"9788129119810","9788129119810","EAN_13","1471952878063","23 Aug 2016 17:17:58",""
"9788129120212","9788129120212","EAN_13","1471952855017","23 Aug 2016 17:17:35",""
"6931902078412","6931902078412","EAN_13","1471952828295","23 Aug 2016 17:17:08",""
"10216880","10216880","UPC_E","1471952810397","23 Aug 2016 17:16:50",""
"9788129119827","9788129119827","EAN_13","1471952796372","23 Aug 2016 17:16:36",""
"9780755357482","9780755357482","EAN_13","1471952766827","23 Aug 2016 17:16:06",""
